# Valid categories: Solar PCU - Sine Wave | Solar PCU - MPPT | Grid Tie Inverter - 1 Phase | Grid Tie Inverter - 3 Phase | Hybrid Inverter | Home UPS / Inverter | Solar Battery - Lead Acid | Solar Battery - Lithium | Home Battery - Lead Acid | Rack / Wall Battery | Solar Panel / PV Module | Solar Charge Controller | GTI Accessory | Inverter Accessory | Solar BOS Kit | Solar Combo / SPGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,sku,brand,category,type,description,distributorPrice,logisticsCost,unitPrice,targetMarginPct,gstRate,hsnCode,mrp,minMarginPct,minStockLevel,unit,packSize,warrantyPeriod,lifecycleStatus,priceListVersion,productFamily,modelSeries,almm,dcrCompliant,applicableRegions,gridType,customerTierPrice,specs,supplierSku
Eastman Solar Lith Combo EMSS 3725-24VLFP-480EBP550WNDCR,EAS-CMB-EMSS3725-24VLFP-480EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SS 3725-24V + 1x LFP-480 LFP battery + EBP550W-Non DCR solar panel(s).,61040,,62871.2,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSS 3725-24VLFP-480EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SS 3725-24V"", ""battery_model"": ""LFP-480"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EMSSM 2600-24VLFP-480EBP550WNDCR,EAS-CMB-EMSSM2600-24VLFP-480EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 2600-24V + 1x LFP-480 LFP battery + EBP550W-Non DCR solar panel(s).,58880,,60646.4,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 2600-24VLFP-480EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 2600-24V"", ""battery_model"": ""LFP-480"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EMSSM 3100-24VLFP-480EBP550WNDCR,EAS-CMB-EMSSM3100-24VLFP-480EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 3100-24V + 1x LFP-480 LFP battery + EBP550W-Non DCR solar panel(s).,60730,,62551.9,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 3100-24VLFP-480EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 3100-24V"", ""battery_model"": ""LFP-480"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EMSSM 3600-24VLFP-480EBP550WNDCR,EAS-CMB-EMSSM3600-24VLFP-480EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 3600-24V + 1x LFP-480 LFP battery + EBP550W-Non DCR solar panel(s).,66900,,68907,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 3600-24VLFP-480EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 3600-24V"", ""battery_model"": ""LFP-480"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EMSSM 4100-48VLFP-640EBP550WNDCR,EAS-CMB-EMSSM4100-48VLFP-640EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 4100-48V + 1x LFP-640 LFP battery + 2x EBP550W-Non DCR solar panel(s).,105930,,109107.9,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 4100-48VLFP-640EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 4100-48V"", ""battery_model"": ""LFP-640"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 2}",
Eastman Solar Lith Combo EMSSM 6100-48VLFP-640EBP550WNDCR,EAS-CMB-EMSSM6100-48VLFP-640EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 6100-48V + 1x LFP-640 LFP battery + 2x EBP550W-Non DCR solar panel(s).,109960,,113258.8,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 6100-48VLFP-640EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 6100-48V"", ""battery_model"": ""LFP-640"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 2}",
Eastman Solar Lith Combo EMSSM 4100-48VLFP-960EBP550WNDCR,EAS-CMB-EMSSM4100-48VLFP-960EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 4100-48V + 1x LFP-960 LFP battery + 2x EBP550W-Non DCR solar panel(s).,134430,,138462.9,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 4100-48VLFP-960EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 4100-48V"", ""battery_model"": ""LFP-960"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 2}",
Eastman Solar Lith Combo EMSSM 6100-48VLFP-960EBP550WNDCR,EAS-CMB-EMSSM6100-48VLFP-960EBP550WNDCR,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 6100-48V + 1x LFP-960 LFP battery + 2x EBP550W-Non DCR solar panel(s).,138460,,142613.8,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EMSSM 6100-48VLFP-960EBP550WNDCR,,,,off grid,,"{""pcu_model"": ""EM SSM 6100-48V"", ""battery_model"": ""LFP-960"", ""battery_qty"": 1, ""panel_model"": ""EBP550W-Non DCR"", ""panel_qty"": 2}",
Eastman Solar Lith Combo EM SS 925-12VLFP-160EMP50W,EAS-CMB-EMSS925-12VLFP-160EMP50W,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SS 925-12V + 1x LFP-160 LFP battery + EMP50W solar panel(s).,19620,,20208.6,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EM SS 925-12VLFP-160EMP50W,,,,off grid,,"{""pcu_model"": ""EM SS 925-12V"", ""battery_model"": ""LFP-160"", ""battery_qty"": 1, ""panel_model"": ""EMP50W"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EM SS 1250-12VLFP-160EMP50W,EAS-CMB-EMSS1250-12VLFP-160EMP50W,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SS 1250-12V + 1x LFP-160 LFP battery + EMP50W solar panel(s).,20370,,20981.1,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EM SS 1250-12VLFP-160EMP50W,,,,off grid,,"{""pcu_model"": ""EM SS 1250-12V"", ""battery_model"": ""LFP-160"", ""battery_qty"": 1, ""panel_model"": ""EMP50W"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EM SS 1400-12VLFP-160EMP50W,EAS-CMB-EMSS1400-12VLFP-160EMP50W,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SS 1400-12V + 1x LFP-160 LFP battery + EMP50W solar panel(s).,21440,,22083.2,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EM SS 1400-12VLFP-160EMP50W,,,,off grid,,"{""pcu_model"": ""EM SS 1400-12V"", ""battery_model"": ""LFP-160"", ""battery_qty"": 1, ""panel_model"": ""EMP50W"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EM SS 1800-12VLFP-160EMP50W,EAS-CMB-EMSS1800-12VLFP-160EMP50W,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SS 1800-12V + 1x LFP-160 LFP battery + EMP50W solar panel(s).,23130,,23823.9,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EM SS 1800-12VLFP-160EMP50W,,,,off grid,,"{""pcu_model"": ""EM SS 1800-12V"", ""battery_model"": ""LFP-160"", ""battery_qty"": 1, ""panel_model"": ""EMP50W"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EM SSM 900-12VLFP-160EMP50W,EAS-CMB-EMSSM900-12VLFP-160EMP50W,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 900-12V + 1x LFP-160 LFP battery + EMP50W solar panel(s).,21300,,21939,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EM SSM 900-12VLFP-160EMP50W,,,,off grid,,"{""pcu_model"": ""EM SSM 900-12V"", ""battery_model"": ""LFP-160"", ""battery_qty"": 1, ""panel_model"": ""EMP50W"", ""panel_qty"": 1}",
Eastman Solar Lith Combo EM SSM 1400-12VLFP-160EMP50W,EAS-CMB-EMSSM1400-12VLFP-160EMP50W,Eastman,Solar Combo / SPGS,goods,Solar Lithium combo: PCU EM SSM 1400-12V + 1x LFP-160 LFP battery + EMP50W solar panel(s).,24280,,25008.4,15,5,85044090,,10,1,pcs,1,,active,Apr-26-v1,Eastman Solar Lith Combo,EM SSM 1400-12VLFP-160EMP50W,,,,off grid,,"{""pcu_model"": ""EM SSM 1400-12V"", ""battery_model"": ""LFP-160"", ""battery_qty"": 1, ""panel_model"": ""EMP50W"", ""panel_qty"": 1}",
